iter	Logloss	Accuracy
0	0.3361599502	0.917910447811	0.169578689	0.947761194
2	0.0940082372	0.9701492537
3	0.05836636118	0.992537313444	0.04964889216	0.5	0.01596485	0.0426	0.0146986604	1
7	0.009266971252	1
8	0.007602178669	1
9	0.006567734	1
25378	0.08	0.03360844492	0.992539	0.039	0.0300672914	0.9925373134
