iter	Logloss	Accuracy
0	0.2561576669	0.95
1	0.163221195	0.95
2	0.1043050503	0.9666666667
3	0.06889918688	0.9916666667
4	0.05995736566	0.9916666667
5	0.05510701162	0.9916666667
6	0.05029663759	0.9916666667
7	0.04554412921	0.9916666667
8	0.0438125687	0.9916666667
9	0.04270825663	0.9916666667
