iter	Logloss	Accuracy
126	0.3745674763	0.8485576923
127	0.374416637	0.8485576923
128	0.3739190591	0.8485576923
129	0.3733320499	0.8461538462
130	0.3729553331	0.8461538462
131	0.3722145958	0.8461538462
132	0.3718891547	0.8461538462
133	0.3710051986	0.8461538462
134	0.3705758096	0.8461538462
135	0.3704542597	0.8461538462
136	0.3701115187	0.84375
137	0.3693244613	0.84375
138	0.3690475756	0.84375
139	0.3679868473	0.8461538462
140	0.3677052282	0.8461538462
141	0.367512644	0.8461538462
142	0.3673628269	0.8461538462
143	0.3672171788	0.8461538462
144	0.3668286473	0.8461538462
145	0.3663458887	0.8461538462
146	0.3658215039	0.8461538462
147	0.3652952684	0.8461538462
148	0.3652025837	0.8461538462
149	0.3644176363	0.8461538462
150	0.3642736094	0.8461538462
151	0.3640933216	0.8461538462
152	0.3638961371	0.8461538462
153	0.3636258805	0.8461538462
154	0.3635745289	0.8461538462
155	0.3631102026	0.8461538462
156	0.3628492452	0.8461538462
157	0.3627065132	0.8461538462
158	0.3621696941	0.8461538462
159	0.3613970013	0.8461538462
160	0.3611372492	0.8485576923
161	0.3610450786	0.8485576923
162	0.3607347959	0.8485576923
163	0.3605919987	0.8485576923
164	0.3603636953	0.8485576923
165	0.3594896751	0.8485576923
166	0.3590896065	0.8485576923
167	0.3588796173	0.8485576923
168	0.3586834994	0.8485576923
169	0.3583951648	0.8485576923
170	0.3579819804	0.8485576923
171	0.3577934189	0.8485576923
172	0.3571137951	0.8485576923
173	0.3565595784	0.8485576923
174	0.3562067128	0.8485576923
175	0.356132464	0.8485576923
176	0.3557849404	0.8485576923
177	0.355725851	0.8485576923
178	0.3551953384	0.8485576923
179	0.354983785	0.8485576923
180	0.354741346	0.8485576923
181	0.3542538329	0.8485576923
182	0.3541901644	0.8485576923
183	0.3539719189	0.8485576923
184	0.3534425515	0.8485576923
185	0.3533287048	0.8485576923
186	0.3529043211	0.8485576923
187	0.3523792721	0.8485576923
188	0.3522111857	0.8485576923
189	0.351908425	0.8485576923
190	0.3517731778	0.8485576923
191	0.3511457785	0.8485576923
192	0.3510987218	0.8485576923
193	0.3508977777	0.8485576923
194	0.3507383086	0.8485576923
195	0.3503256462	0.8485576923
196	0.3503121835	0.8485576923
197	0.3502056638	0.8485576923
198	0.3501744321	0.8485576923
199	0.350075269	0.8485576923
200	0.3498014094	0.8485576923
201	0.349569879	0.8485576923
202	0.349477531	0.8485576923
203	0.3493304651	0.8485576923
204	0.3491944439	0.8485576923
205	0.3490568433	0.8509615385
206	0.3487985884	0.8509615385
207	0.3486623091	0.8509615385
208	0.3482039656	0.8533653846
209	0.3478189404	0.8533653846
210	0.3477626602	0.8533653846
211	0.3473485831	0.8557692308
212	0.3472076152	0.8557692308
213	0.3469901436	0.8557692308
214	0.3469016342	0.8557692308
215	0.3466486835	0.8557692308
216	0.3465595272	0.8557692308
217	0.3461956297	0.8557692308
218	0.3457082223	0.8557692308
219	0.3456656401	0.8557692308
220	0.3456200053	0.8557692308
221	0.3455996001	0.8557692308
222	0.3453626409	0.8557692308
223	0.3452513749	0.8557692308
224	0.345077005	0.8557692308
225	0.3448239493	0.8557692308
226	0.3444397318	0.8557692308
227	0.344333996	0.8557692308
228	0.3441097341	0.8557692308
229	0.3439749454	0.8557692308
230	0.3439398318	0.8557692308
231	0.3438378372	0.8557692308
232	0.3438032725	0.8557692308
233	0.3436817664	0.8557692308
234	0.3435418321	0.8557692308
235	0.343210046	0.8557692308
236	0.3428043371	0.8557692308
237	0.3426466884	0.8557692308
238	0.3425366224	0.8557692308
239	0.342395043	0.8557692308
240	0.342135748	0.8557692308
241	0.3420654431	0.8557692308
242	0.3419417485	0.8557692308
243	0.341752062	0.8557692308
244	0.3414613115	0.8557692308
245	0.341386553	0.8557692308
246	0.3412166571	0.8557692308
247	0.3411625258	0.8557692308
248	0.3407938092	0.8557692308
249	0.3406098934	0.8557692308
250	0.3404974416	0.8557692308
251	0.340459394	0.8557692308
252	0.3403163149	0.8557692308
253	0.3400672155	0.8557692308
254	0.3400026272	0.8557692308
255	0.3399634704	0.8557692308
256	0.3398396787	0.8557692308
257	0.3397020859	0.8557692308
258	0.3396150042	0.8557692308
259	0.3394516233	0.8557692308
260	0.3394360301	0.8557692308
261	0.3394057456	0.8557692308
262	0.3390346596	0.8557692308
263	0.3388644024	0.8557692308
264	0.3388061483	0.8557692308
265	0.3385130339	0.8557692308
266	0.3384795316	0.8581730769
267	0.3381864672	0.8581730769
268	0.3375731856	0.8581730769
269	0.3375232001	0.8581730769
270	0.3373807741	0.8581730769
271	0.3373798871	0.8581730769
272	0.3372425597	0.8581730769
273	0.3371354397	0.8581730769
274	0.337094004	0.8581730769
275	0.3369136588	0.8581730769
276	0.3367840436	0.8581730769
277	0.3367676426	0.8581730769
278	0.3366377274	0.8581730769
279	0.3365407344	0.8581730769
280	0.3365383151	0.8581730769
281	0.3361825637	0.8581730769
282	0.3358253542	0.8605769231
283	0.3357404379	0.8605769231
284	0.3356761937	0.8605769231
285	0.3356615268	0.8605769231
286	0.3355547685	0.8605769231
287	0.3354759734	0.8605769231
288	0.3353722867	0.8605769231
289	0.3353246224	0.8605769231
290	0.3353236964	0.8605769231
291	0.3352021665	0.8605769231
292	0.3351917553	0.8605769231
293	0.3351078718	0.8605769231
294	0.335103291	0.8605769231
295	0.3350543771	0.8605769231
296	0.3350049267	0.8605769231
297	0.334783939	0.8605769231
298	0.3345317963	0.8629807692
299	0.3343705947	0.8605769231
300	0.3343096724	0.8605769231
301	0.3342754182	0.8605769231
302	0.3341686689	0.8629807692
303	0.3341381352	0.8629807692
304	0.3340437882	0.8629807692
305	0.3339746642	0.8629807692
306	0.3338649982	0.8605769231
307	0.3338486929	0.8605769231
308	0.333587773	0.8605769231
309	0.3334579053	0.8605769231
310	0.3333592934	0.8605769231
311	0.3332850673	0.8605769231
312	0.3332642979	0.8605769231
313	0.3331731154	0.8605769231
314	0.3329778362	0.8629807692
315	0.3326443821	0.8629807692
316	0.3323671868	0.8629807692
317	0.3321538619	0.8653846154
318	0.3320723912	0.8629807692
319	0.3320250441	0.8653846154
320	0.3318335941	0.8629807692
321	0.3314560994	0.8629807692
322	0.3313027484	0.8629807692
323	0.3306898593	0.8653846154
324	0.3305753857	0.8653846154
325	0.3304958427	0.8653846154
326	0.3302220027	0.8653846154
327	0.3299237897	0.8653846154
328	0.3296896571	0.8653846154
329	0.3295410235	0.8653846154
330	0.3293590463	0.8653846154
331	0.329287108	0.8653846154
332	0.3290707142	0.8653846154
333	0.3290350289	0.8653846154
334	0.3286693971	0.8653846154
335	0.3281925468	0.8653846154
336	0.3281085913	0.8653846154
337	0.3280005853	0.8653846154
338	0.327983816	0.8653846154
339	0.3278503611	0.8653846154
340	0.3275431347	0.8653846154
341	0.3272196152	0.8653846154
342	0.3271574579	0.8653846154
343	0.3264944203	0.8653846154
344	0.3264689495	0.8653846154
345	0.3263734789	0.8653846154
346	0.3262221057	0.8653846154
347	0.3261868168	0.8653846154
348	0.3259353755	0.8677884615
349	0.3258023575	0.8677884615
350	0.3257737259	0.8677884615
351	0.3255001767	0.8677884615
352	0.3253937061	0.8677884615
353	0.3253061884	0.8677884615
354	0.3250646878	0.8701923077
355	0.324995186	0.8701923077
356	0.3247118994	0.8677884615
357	0.3246500943	0.8677884615
358	0.3245979005	0.8677884615
359	0.324358827	0.8677884615
360	0.3243168991	0.8677884615
361	0.3240931329	0.8701923077
362	0.3239074137	0.8701923077
363	0.3238619583	0.8701923077
364	0.3233981247	0.8677884615
365	0.3233620861	0.8701923077
366	0.3232689524	0.8677884615
367	0.3231061775	0.8677884615
368	0.3229925557	0.8677884615
369	0.3229366529	0.8677884615
370	0.3228735005	0.8677884615
371	0.3228135347	0.8677884615
372	0.3227540194	0.8677884615
373	0.3227216878	0.8677884615
374	0.3226672511	0.8677884615
375	0.3225048498	0.8677884615
376	0.3222889055	0.8677884615
377	0.3222745	0.8677884615
378	0.3221571194	0.8677884615
379	0.3218352665	0.8677884615
380	0.3217824691	0.8677884615
381	0.3217046658	0.8677884615
382	0.3212197532	0.8677884615
383	0.3211530033	0.8677884615
384	0.3211114927	0.8677884615
385	0.3208688903	0.8677884615
386	0.3208218376	0.8677884615
387	0.3207204702	0.8677884615
388	0.3206463312	0.8677884615
389	0.3206433622	0.8677884615
390	0.3205103623	0.8677884615
391	0.3204180216	0.8677884615
392	0.3203338128	0.8677884615
393	0.3203265635	0.8677884615
394	0.3199537557	0.8677884615
395	0.3199176262	0.8677884615
396	0.3196454214	0.8677884615
397	0.31956841	0.8677884615
398	0.3194042403	0.8677884615
399	0.3193629304	0.8701923077
400	0.3192479292	0.8701923077
401	0.3192068548	0.8701923077
402	0.3191929294	0.8701923077
403	0.3191616961	0.8701923077
404	0.3191165616	0.8701923077
405	0.3189155617	0.8701923077
406	0.3187124575	0.8701923077
407	0.3186427983	0.8701923077
408	0.3183906812	0.8701923077
409	0.3181529289	0.8701923077
410	0.3180753459	0.8701923077
411	0.3180154119	0.8701923077
412	0.3179836101	0.8701923077
413	0.3179174817	0.8701923077
414	0.3176368894	0.8701923077
415	0.317343122	0.8701923077
416	0.3171885453	0.8701923077
417	0.3170069727	0.8701923077
418	0.3168059477	0.8701923077
419	0.3167927412	0.8701923077
420	0.3163993842	0.8701923077
421	0.3162910431	0.8701923077
422	0.3160534053	0.8701923077
423	0.3159982546	0.8701923077
424	0.3158987782	0.8701923077
425	0.3157299238	0.8701923077
426	0.3155302161	0.8701923077
427	0.3153858626	0.8701923077
428	0.3150581672	0.8701923077
429	0.3148709661	0.8701923077
430	0.3146837078	0.8701923077
431	0.3146762175	0.8701923077
432	0.3146479047	0.8701923077
433	0.3144632272	0.8701923077
434	0.3143790658	0.8701923077
435	0.3138638102	0.8701923077
436	0.3137679813	0.8701923077
437	0.3137335961	0.8701923077
438	0.3135611114	0.8701923077
439	0.3133989484	0.8701923077
440	0.3131035736	0.8701923077
441	0.3129857429	0.8701923077
442	0.3129674862	0.8701923077
443	0.3128356587	0.8701923077
444	0.3126866326	0.8701923077
445	0.3125516795	0.8701923077
446	0.3125504838	0.8701923077
447	0.3124241098	0.8701923077
448	0.3122507527	0.8701923077
449	0.3121836611	0.8701923077
450	0.3118507862	0.8701923077
451	0.3118104966	0.8701923077
452	0.3117378518	0.8701923077
453	0.3116738377	0.8701923077
454	0.3115290622	0.8701923077
455	0.3114553044	0.8701923077
456	0.3113630892	0.8701923077
457	0.3113123759	0.8701923077
458	0.3111599512	0.8701923077
459	0.3109951061	0.8701923077
460	0.3109570891	0.8701923077
461	0.3108971401	0.8701923077
462	0.3107020903	0.8701923077
463	0.3106567591	0.8701923077
464	0.3105082816	0.8701923077
465	0.3104097513	0.8701923077
466	0.3103222327	0.8701923077
467	0.3102322231	0.8701923077
468	0.3100914808	0.8701923077
469	0.3100487579	0.8701923077
470	0.3099401871	0.8701923077
471	0.3098118522	0.8701923077
472	0.309502509	0.8725961538
473	0.3094183247	0.8725961538
474	0.3093974617	0.8725961538
475	0.3093222371	0.8725961538
476	0.3090674056	0.8725961538
477	0.3090153664	0.875
478	0.3087945691	0.875
479	0.3087391338	0.875
480	0.3086574501	0.875
481	0.3086158388	0.875
482	0.3086077333	0.875
483	0.3084327686	0.875
484	0.3083916701	0.875
485	0.3082844821	0.875
486	0.3082603796	0.875
487	0.3079887686	0.8701923077
488	0.3078350642	0.8725961538
489	0.3075548514	0.875
490	0.3073698514	0.875
491	0.3071383033	0.875
492	0.3068010906	0.875
493	0.3067990411	0.875
494	0.3067160828	0.875
495	0.3066953809	0.875
496	0.3065396185	0.875
497	0.3063951269	0.8774038462
498	0.3062621414	0.8774038462
499	0.3061845726	0.8774038462
500	0.3061487337	0.8774038462
501	0.3059442355	0.8774038462
502	0.3059167711	0.875
503	0.3057207756	0.875
504	0.3056967201	0.875
505	0.305568534	0.8798076923
506	0.3053351236	0.8798076923
507	0.3051497863	0.8798076923
508	0.3051279337	0.8798076923
509	0.304924784	0.8798076923
510	0.3047538006	0.8798076923
511	0.3042658448	0.8798076923
512	0.3042306766	0.8798076923
513	0.3040564679	0.8822115385
514	0.3040117854	0.8822115385
515	0.3039861059	0.8822115385
516	0.303858163	0.8798076923
517	0.303823966	0.8798076923
518	0.3038160648	0.8798076923
519	0.3037552939	0.8822115385
520	0.3036722756	0.8822115385
521	0.3036669504	0.8822115385
522	0.3034416223	0.8822115385
523	0.3031454127	0.8822115385
524	0.3030937504	0.8822115385
525	0.3030816457	0.8822115385
526	0.302826116	0.8822115385
527	0.3026845201	0.8822115385
528	0.3026660784	0.8822115385
529	0.3025777087	0.8822115385
530	0.3024592275	0.8822115385
531	0.3022256861	0.8822115385
532	0.3020670141	0.8822115385
533	0.3020119333	0.8822115385
534	0.3017639235	0.8846153846
535	0.3017563061	0.8846153846
536	0.3016423463	0.8846153846
537	0.3013979438	0.8846153846
538	0.3012910108	0.8846153846
539	0.3011092367	0.8846153846
540	0.3008556336	0.8846153846
541	0.3008139999	0.8846153846
542	0.3007124608	0.8846153846
543	0.3005116933	0.8822115385
544	0.3002314032	0.8846153846
545	0.3001444526	0.8846153846
546	0.3000412337	0.8846153846
547	0.2998918975	0.8846153846
548	0.2997830087	0.8846153846
549	0.2996768294	0.8846153846
550	0.2995004857	0.8846153846
551	0.2994995601	0.8846153846
552	0.2992170347	0.8846153846
553	0.2991615597	0.8870192308
554	0.299044295	0.8870192308
555	0.2989070718	0.8870192308
556	0.2988767819	0.8870192308
557	0.2987853759	0.8870192308
558	0.2987381057	0.8870192308
559	0.2985764755	0.8870192308
560	0.2984659784	0.8870192308
561	0.2984373425	0.8870192308
562	0.298389918	0.8870192308
563	0.2980793473	0.8870192308
564	0.2978343229	0.8870192308
565	0.2976273103	0.8870192308
566	0.2974624701	0.8870192308
567	0.2973552235	0.8870192308
568	0.2972274191	0.8870192308
569	0.2970233936	0.8870192308
570	0.2968745524	0.8870192308
571	0.2967202024	0.8894230769
572	0.2966278407	0.8894230769
573	0.2965379281	0.8894230769
574	0.2962124584	0.8918269231
575	0.2960308614	0.8918269231
576	0.2957431127	0.8918269231
577	0.2957152658	0.8918269231
578	0.2957130748	0.8918269231
579	0.2955628108	0.8918269231
580	0.2953628958	0.8894230769
581	0.2950608319	0.8918269231
582	0.2947893832	0.8918269231
583	0.2946662003	0.8918269231
584	0.2946388629	0.8918269231
585	0.2945755702	0.8918269231
586	0.2945169619	0.8918269231
587	0.2942125822	0.8918269231
588	0.2940020247	0.8918269231
589	0.2935184307	0.8918269231
590	0.2934115039	0.8918269231
591	0.2932408815	0.8918269231
592	0.2931472193	0.8918269231
593	0.2929188281	0.8918269231
594	0.292558538	0.8918269231
595	0.2924781557	0.8918269231
596	0.2922478806	0.8918269231
597	0.2919874047	0.8918269231
598	0.2916095148	0.8942307692
599	0.2914622772	0.8942307692
600	0.2913001784	0.8942307692
601	0.2912549777	0.8942307692
602	0.2910544773	0.8942307692
603	0.2909541039	0.8942307692
604	0.2908382766	0.8942307692
605	0.2904556585	0.8942307692
606	0.2904445152	0.8942307692
607	0.2903955743	0.8942307692
608	0.2901956311	0.8942307692
609	0.2900665218	0.8942307692
610	0.2900415541	0.8942307692
611	0.2897979874	0.8942307692
612	0.2895910472	0.8942307692
613	0.2894447987	0.8942307692
614	0.2892034074	0.8942307692
615	0.2891415941	0.8942307692
616	0.2890437657	0.8942307692
617	0.2887770431	0.8942307692
618	0.2885269183	0.8942307692
619	0.2884388924	0.8942307692
620	0.288400464	0.8942307692
621	0.2883281189	0.8942307692
622	0.287956088	0.8942307692
623	0.2878671077	0.8942307692
624	0.2877125745	0.8942307692
625	0.2875635832	0.8942307692
626	0.2875060738	0.8942307692
627	0.2874339998	0.8942307692
628	0.2873099969	0.8942307692
629	0.2870460913	0.8942307692
630	0.2869525387	0.8966346154
631	0.286662248	0.8966346154
632	0.2865834904	0.8966346154
633	0.2864541983	0.8966346154
634	0.2863634354	0.8966346154
635	0.286340448	0.8966346154
636	0.2862443367	0.8966346154
637	0.2860945762	0.8966346154
638	0.2857753807	0.8966346154
639	0.2855110938	0.8966346154
640	0.2853595489	0.8966346154
641	0.285327084	0.8966346154
642	0.2852094104	0.8966346154
643	0.2850383642	0.8966346154
644	0.2847536909	0.8966346154
645	0.2846457383	0.8966346154
646	0.284380476	0.8966346154
647	0.2842940354	0.8966346154
648	0.2841296051	0.8966346154
649	0.2840535559	0.8966346154
650	0.2837800931	0.8966346154
651	0.2837023066	0.8966346154
652	0.2836327097	0.8966346154
653	0.2835042566	0.8966346154
654	0.2833210779	0.8966346154
655	0.28322591	0.8966346154
656	0.2830384548	0.8966346154
657	0.2829863975	0.8966346154
658	0.2829166504	0.8966346154
659	0.2826275084	0.8966346154
660	0.2825533491	0.8966346154
661	0.2824011921	0.8966346154
662	0.2822370006	0.8966346154
663	0.2820747591	0.8966346154
664	0.2819014698	0.8990384615
665	0.2816505555	0.8990384615
666	0.2814064796	0.8990384615
667	0.2813127382	0.8990384615
668	0.2810921138	0.8990384615
669	0.2809893768	0.8990384615
670	0.280956179	0.8990384615
671	0.2808978171	0.8990384615
672	0.2807538176	0.8990384615
673	0.2806430693	0.8990384615
674	0.280376592	0.8990384615
675	0.2803002394	0.8990384615
676	0.2801492443	0.8990384615
677	0.2800052404	0.8990384615
678	0.2796861657	0.8990384615
679	0.2795749064	0.8990384615
680	0.2792927589	0.8990384615
681	0.2790150337	0.8990384615
682	0.2788743889	0.8990384615
683	0.2786719742	0.8990384615
684	0.2784857159	0.8990384615
685	0.2783755278	0.8990384615
686	0.2783262439	0.8990384615
687	0.2780182054	0.8990384615
688	0.2777265483	0.8990384615
689	0.2775913298	0.8990384615
690	0.2775319058	0.8990384615
691	0.2773463164	0.8990384615
692	0.277309338	0.8990384615
693	0.2771220757	0.8990384615
694	0.2769146134	0.8990384615
695	0.276774304	0.8990384615
696	0.2765446099	0.8990384615
697	0.2764325284	0.8990384615
698	0.2763329969	0.8990384615
699	0.2762889043	0.8990384615
700	0.2761772293	0.8990384615
701	0.2759881413	0.8990384615
702	0.2758977877	0.8990384615
703	0.275862921	0.8990384615
704	0.2757367824	0.8990384615
705	0.2755889816	0.9014423077
706	0.2752393565	0.9014423077
707	0.2749997088	0.9014423077
708	0.2748429659	0.9014423077
709	0.2747413062	0.9014423077
710	0.2744558999	0.9014423077
711	0.2743879974	0.9014423077
712	0.2742487052	0.9014423077
713	0.2741042043	0.9014423077
714	0.2740578378	0.9014423077
715	0.2739142124	0.9014423077
716	0.2737519839	0.9014423077
717	0.2735269349	0.9014423077
718	0.2734850856	0.9014423077
719	0.2731942867	0.9014423077
720	0.2731282144	0.9014423077
721	0.2728306005	0.9014423077
722	0.2726348	0.9014423077
723	0.2724780509	0.9014423077
724	0.2721909246	0.9014423077
725	0.272076685	0.9014423077
726	0.2719460701	0.9014423077
727	0.2718065403	0.9014423077
728	0.2716971142	0.9014423077
729	0.2715438111	0.9014423077
730	0.2714662955	0.9014423077
731	0.2712664104	0.9014423077
732	0.2711876504	0.9014423077
733	0.2709854558	0.9014423077
734	0.2708425067	0.9038461538
735	0.2707706915	0.9038461538
736	0.2707394208	0.9038461538
737	0.2706781398	0.9038461538
738	0.2704040355	0.9038461538
739	0.2702828621	0.9038461538
740	0.270054045	0.9038461538
741	0.2697865364	0.9038461538
742	0.2696908724	0.9014423077
743	0.2695294804	0.9014423077
744	0.2694389058	0.9014423077
745	0.2693318726	0.9014423077
746	0.2692904108	0.9038461538
747	0.2691796853	0.9014423077
748	0.2690867245	0.9038461538
749	0.2686951351	0.9038461538
750	0.2684883255	0.9038461538
751	0.268425033	0.9038461538
752	0.268374413	0.9038461538
753	0.2683121662	0.9038461538
754	0.2681516022	0.9038461538
755	0.2680057184	0.9038461538
756	0.2679207654	0.9038461538
757	0.2677843343	0.9038461538
758	0.2677190603	0.9038461538
759	0.2675679432	0.9038461538
760	0.2675018309	0.9038461538
761	0.267374175	0.9038461538
762	0.2672707946	0.9038461538
763	0.2671454798	0.9038461538
764	0.2670078675	0.9038461538
765	0.2668984861	0.9038461538
766	0.2666981436	0.9038461538
767	0.2665689602	0.9038461538
768	0.2661880051	0.9038461538
769	0.2660336175	0.9038461538
770	0.2658336743	0.9038461538
771	0.2657365965	0.9038461538
772	0.265610478	0.9038461538
773	0.2655494558	0.9038461538
774	0.2654802276	0.9038461538
775	0.2653871975	0.9038461538
776	0.2653216659	0.9038461538
777	0.265038037	0.9038461538
778	0.2649187865	0.9038461538
779	0.2648261329	0.9038461538
780	0.264777721	0.9038461538
781	0.2647111556	0.9038461538
782	0.264691825	0.9038461538
783	0.2644684125	0.9038461538
784	0.2642722935	0.9038461538
785	0.2640809858	0.90625
786	0.2640158254	0.90625
787	0.263969306	0.90625
788	0.2636374292	0.90625
789	0.2635964678	0.90625
790	0.2635047266	0.90625
791	0.263250536	0.90625
792	0.2631768523	0.90625
793	0.2631136661	0.90625
794	0.2629515865	0.90625
795	0.2628602125	0.90625
796	0.2627606592	0.90625
797	0.2626866967	0.90625
798	0.2625561812	0.90625
799	0.262430906	0.90625
800	0.2623417333	0.90625
801	0.2622353855	0.90625
802	0.2620996012	0.90625
803	0.262002858	0.90625
804	0.2618057371	0.90625
805	0.2616178153	0.90625
806	0.2614135964	0.90625
807	0.2612898089	0.90625
808	0.2612240389	0.90625
809	0.2611302608	0.90625
810	0.2608396423	0.90625
811	0.2606657226	0.90625
812	0.2605414841	0.90625
813	0.2605132507	0.90625
814	0.2603727264	0.90625
815	0.2602868245	0.90625
816	0.2602256439	0.90625
817	0.2600715919	0.90625
818	0.2600247757	0.90625
819	0.2598844668	0.90625
820	0.2596388807	0.9086538462
821	0.2595488701	0.9110576923
822	0.2594448591	0.9110576923
823	0.2593441323	0.9110576923
824	0.2592983018	0.9110576923
825	0.2590217162	0.9086538462
826	0.2587500338	0.9110576923
827	0.2586963175	0.9086538462
828	0.2584749453	0.9086538462
829	0.2583853578	0.9086538462
830	0.2582784963	0.9086538462
831	0.2582297497	0.9086538462
832	0.2579409466	0.9086538462
833	0.2577943373	0.9110576923
834	0.2577311939	0.9110576923
835	0.2576956553	0.9110576923
836	0.2573804586	0.9110576923
837	0.2572049403	0.9110576923
838	0.2571426534	0.9110576923
839	0.2570472014	0.9110576923
840	0.2569477547	0.9110576923
841	0.2567948126	0.9110576923
842	0.2566691217	0.9110576923
843	0.2564777678	0.9110576923
844	0.2562945616	0.9110576923
845	0.2561845343	0.9110576923
846	0.2559576175	0.9110576923
847	0.2558660379	0.9110576923
848	0.2555555129	0.9110576923
849	0.2554437935	0.9110576923
850	0.2552506335	0.9110576923
851	0.255190146	0.9110576923
852	0.2550258409	0.9110576923
853	0.2546495242	0.9110576923
854	0.2545429499	0.9134615385
855	0.254423861	0.9134615385
856	0.2543482593	0.9134615385
857	0.254295139	0.9134615385
858	0.2542726383	0.9134615385
859	0.2542008925	0.9110576923
860	0.2541138563	0.9110576923
861	0.2539725746	0.9110576923
862	0.2538193211	0.9134615385
863	0.2537878314	0.9134615385
864	0.2535779657	0.9134615385
865	0.2534559502	0.9134615385
866	0.253375427	0.9134615385
867	0.2532293994	0.9134615385
868	0.2531468757	0.9134615385
869	0.2530585035	0.9134615385
870	0.2529861392	0.9110576923
871	0.2528766649	0.9134615385
872	0.2527384586	0.9134615385
873	0.2522911111	0.9134615385
874	0.2520913487	0.9134615385
875	0.2519731996	0.9134615385
876	0.2519480312	0.9134615385
877	0.2517102658	0.9134615385
878	0.2516525309	0.9134615385
879	0.2515269522	0.9134615385
880	0.2514098022	0.9134615385
881	0.2513625232	0.9134615385
882	0.2513178857	0.9134615385
883	0.2512141515	0.9134615385
884	0.2510870248	0.9134615385
885	0.250880766	0.9134615385
886	0.250772742	0.9134615385
887	0.2507239046	0.9134615385
888	0.2506917314	0.9134615385
